family_name,article_title,wikipedia_url,signal_fires,tier_if_applicable,exemplar_ids_matched,notes
data-interpretation-split,Parable of the Wicked Husbandmen,https://en.wikipedia.org/wiki/Parable_of_the_Wicked_Husbandmen,true,upper,,"Clean split: 'The parable' is pure scriptural text (data), followed by 'Source tradition' and 'Interpretation' which together form one coherent, clearly separated interpretive block full of named scholars and hedged language ('could be', 'some have suggested')."
data-interpretation-split,Naked fugitive,https://en.wikipedia.org/wiki/Naked_fugitive,true,lower,,"One-sided: the article is almost entirely interpretive identity-speculation ('Identity' section, naming James the Just, the Beloved Disciple, etc.) with no real data block narrating the biblical episode itself -- the only other section is a short unrelated narrative about a Ben-Hur literary adaptation. Fires as 'present' but is one-sided rather than a genuine data+interpretation split."
data-interpretation-split,Exorcism of the Syrophoenician woman's daughter,https://en.wikipedia.org/wiki/Exorcism_of_the_Syrophoenician_woman's_daughter,true,lower,,"Muddled: 'Passage' extends beyond quoting scripture into commentary on translation choices, and 'Syrophoenician woman' blends identity/context data with interpretive debate about Matthew's word choice, before a clean 'Commentary' interpretive block. The heading 'Passage' misleadingly implies pure text when it already contains interpretive framing."
data-interpretation-split,Jesus' authority questioned,https://en.wikipedia.org/wiki/Jesus%27_authority_questioned,false,,,Does not fire: the article is a single unheaded narrative block (gospel text plus brief context) with no distinct interpretation/analysis section at all -- there is nothing for a split to separate.
data-interpretation-split,The Three Marys,https://en.wikipedia.org/wiki/The_Three_Marys,true,lower,,"Muddled: 'at the crucifixion' and 'at the tomb' both blend gospel narrative with scholarly debate over conflicting identities within the same section; only the final short 'Other interpretations' section is purely interpretive, appended after heavy interleaving rather than forming a clean second block."
data-interpretation-split,Pool of Bethesda,https://en.wikipedia.org/wiki/Pool_of_Bethesda,true,lower,,"Heavily interleaved: 'Name' (interpretive etymology debate), 'Identification' (mixed/interpretive), 'Archaeology' (data), 'Gospel account' (data), then History subsections alternate between concrete construction data and scholarly debate (e.g. mikveh vs. sheep-washing, Murphy-O'Connor's cave theory) repeatedly rather than forming two blocks."
data-interpretation-split,Parable of the Sower,https://en.wikipedia.org/wiki/Parable_of_the_Sower,true,upper,,"Clean split: 'Text' and 'Context' form a pure data block (scripture plus narrative setting), followed by 'Interpretations' and 'Commentary from the Church Fathers' forming one coherent interpretive block with named scholars (Ellicott, Meyer, Jerome, Chrysostom). 'Depictions in the Arts' afterward is a minor tertiary reception category."
balanced-debate,Gospel of John,https://en.wikipedia.org/wiki/Gospel_of_John,true,,,Fires strongly. Indicator 2: named scholars on authorship (traditional attribution to Irenaeus vs Licona/McDonald&Sanders majority rejection vs literary-creation theory); indicator 1: 20th-c Johannine Community paradigm framed as long-standing consensus now challenged by Bauckham/Skinner; indicator 3: historical-reliability debate spans evidence and interpretation; indicator 4: Gnosticism debate shows anchored consensus displacing Bultmann via Raymond Brown's counter-argument.
balanced-debate,Resurrection of Jesus,https://en.wikipedia.org/wiki/Resurrection_of_Jesus,true,,,"Fires strongly. Indicator 2/3: N.T. Wright & James Dunn vs Bart Ehrman & Gerd Lüdemann on empty-tomb historicity, disagreeing at both evidence level and interpretation level; article explicitly states the question 'cannot be answered,' avoiding false consensus."
balanced-debate,Lord's Prayer,https://en.wikipedia.org/wiki/Lord%27s_Prayer,true,,,Fires. Indicator 2/3: Dibelius/Jeremias vs Goulder/Mosbo/Olson disagree on both textual evidence and literary-dependence interpretation. Red flag noted and excluded: bare consensus claim on authenticity cited without a named opposing view.
balanced-debate,Nativity of Jesus,https://en.wikipedia.org/wiki/Nativity_of_Jesus,true,,,"Fires, but weaker. Indicator 2: Matthew 2:23 interpretation has multiple named scholars in real dispute. Red flag: general historicity split names only the skeptical side, traditionalist side unattributed — noted as a weakness within an otherwise-firing article."
balanced-debate,Parable of the Good Samaritan,https://en.wikipedia.org/wiki/Parable_of_the_Good_Samaritan,true,,,Fires. Indicator 2/3: Origen/Augustine/Irenaeus allegorical reading vs Calvin's explicit rejection; separately Scott (Jesus Seminar) vs Snodgrass/Oxford Commentary dispute the parable's original literary context. Liberation-theology readings noted as lacking named opposition (not counted).
balanced-debate,Gospel of Mark,https://en.wikipedia.org/wiki/Gospel_of_Mark,true,,,Fires. Authorship genuinely divided between Hengel and Theissen/Moloney; Wrede's messianic-secret thesis framed as long-running debate. Dating: Rodriguez vs Bond differ with reasoning.
balanced-debate,Gospel of Luke,https://en.wikipedia.org/wiki/Gospel_of_Luke,true,,,Fires. Authorship debate explicitly framed as 'roughly evenly divided... challenged in recent years'; Two-Source vs Farrer vs Matthean Posteriority named as competing live schools with Mark Goodacre as named proponent.
balanced-debate,Chronology of Jesus,https://en.wikipedia.org/wiki/Chronology_of_Jesus,true,,,"Fires on birth-year dating specifically. Schürer's 4 BC dating vs Filmer/Steinmann's 1 BC, disagreeing over the same eclipse evidence and over succession/legitimacy motives."
balanced-debate,Miracles of Jesus,https://en.wikipedia.org/wiki/Miracles_of_Jesus,true,,,"Fires, moderate. Ehrman vs Meier vs Casey, named, reasoned, disagreeing on both evidence and interpretation. Jesus Seminar's numeric verdict is a named-school position."
balanced-debate,Historicity of Jesus,https://en.wikipedia.org/wiki/Historicity_of_Jesus,false,,,Does NOT fire on honest reading. Mythicist scholars are named but positions are dismissed as methodological failure rather than engaged with as legitimate competing evidence-interpretation; consensus is heavily one-sided. This is the settled-consensus-vs-marginalized-fringe pattern the signal should NOT reward.
balanced-debate,Gospel of Matthew,https://en.wikipedia.org/wiki/Gospel_of_Matthew,true,,,Fires. Majority anonymous-composition/c.80-90AD dating vs N.T. Wright & John Wenham's named minority defense of a 40s-50s date. Two-Source vs Farrer/Matthean-Posteriority hypotheses again named as live competing schools.
balanced-debate,Exorcism of the Gerasene demoniac,https://en.wikipedia.org/wiki/Exorcism_of_the_Gerasene_demoniac,true,,,"Fires, moderate. Geographic-location debate is evidence-level with named reasoning; Augustine/Aquinas vs John Austin Baker is a genuine named interpretation-level dispute."
balanced-debate,The Garden Tomb,https://en.wikipedia.org/wiki/The_Garden_Tomb,false,,,"Does not fire. Named scholars argue against authenticity with archaeological evidence, but no contemporary scholar is named defending authenticity — only 19th-century non-scholarly figures. Settled archaeological consensus against a devotional tradition, not two-sided scholarly debate."
balanced-debate,Cleansing of the Temple,https://en.wikipedia.org/wiki/Cleansing_of_the_Temple,true,,,"Fires, moderate. Keener vs Aquinas/Augustine is evidence-level; separately Witherington/Keener vs Crossan is interpretation-level. Red flag noted: bare consensus statement not anchored to named reasoning — excluded from firing basis."
balanced-debate,Beatitudes,https://en.wikipedia.org/wiki/Beatitudes,false,,,"Does not fire on strict reading. Only one substantive named disagreement exists (Willard vs unnamed tradition) — single scholar vs unnamed tradition, not sustained multi-scholar back-and-forth. Nietzsche's critique has no named scholarly defender responding."
balanced-debate,Triumphal entry into Jerusalem,https://en.wikipedia.org/wiki/Triumphal_entry_into_Jerusalem,true,,,"Fires strongly. Multiple independent named debates: crowd size, plausibility given Roman response, and the two-donkey reading (Ehrman vs Casey) — genuine data-and-interpretation disagreement on all three threads."
balanced-debate,Jesus and the woman taken in adultery,https://en.wikipedia.org/wiki/Jesus_and_the_woman_taken_in_adultery,true,,,"Fires strongly. Metzger/Hort/Ehrman vs Hodges/Farstad is evidence-level; separately, scholars who reject Johannine authorship nonetheless argue the story preserves authentic historical tradition — a genuinely cross-cutting interpretation-layer disagreement."
balanced-debate,Turning the other cheek,https://en.wikipedia.org/wiki/Turning_the_other_cheek,true,,,"Fires. Tolstoy vs Wink/Levine/Brettler is interpretation-level; Konradt and Nolland separately dispute the Greek text (evidence/textual level); Pennington adds a named third position. Multiple independent named voices, not a bare two-camp gloss."
anti-supernatural,Crucifixion darkness,https://en.wikipedia.org/wiki/Crucifixion_darkness,true,upper,,"Real structural asymmetry: the 'Miracle' interpretation section is brief while 'Natural phenomenon' (eclipse) and 'Literary creation' sections get extensive detail and multiple scholarly citations, including detailed astronomical calculations arguing the miracle account is implausible. Hedging/distancing language surrounds the supernatural reading ('treated this as a miracle', 'believed it to be') while naturalistic/literary-creation readings are stated more assertively ('modern scholarship to read the account... as a literary creation'). Corroborating ancient sources for the darkness are undercut with 'although no copies... survive' while the skeptical reading isn't held to the same evidentiary caveat. Multiple dimensions (attribution asymmetry + granularity/citation imbalance + structural positioning) clearly present."
anti-supernatural,Resurrection of Jesus,https://en.wikipedia.org/wiki/Resurrection_of_Jesus,true,lower,,"Overall the article is reasonably balanced and presents the Christian claim straightforwardly without scare quotes. But there is a real, if mild, imbalance: skeptical/naturalistic arguments (e.g., Ehrman on crucifixion practice and body disposal) are given extensive, vivid detail and appear early/throughout, while traditionalist rebuttals are comparably compressed and reactive ('A number of Christian authors have rejected the criticisms...'). This is granularity + mild positional asymmetry, but weak enough that it sits right at the neutral/biased boundary — marking as lower tier rather than upper."
anti-supernatural,Crucifixion of Jesus,https://en.wikipedia.org/wiki/Crucifixion_of_Jesus,false,,,"Supernatural events (darkness, temple veil tearing, resurrected saints) are reported factually as gospel content ('the Bible describes... several supernatural events') without dismissive hedging. The word 'according to' is used for both miracle and non-miracle gospel details, and 'reported' in the extraordinary-occurrences section reads as standard historiographic distancing rather than asymmetric skepticism. No structural bias found."
anti-supernatural,Calvary,https://en.wikipedia.org/wiki/Calvary,false,,,"Article is about the site/archaeology, not a supernatural-vs-naturalistic argument. Minimal supernatural content; 'claimed' is used appropriately for Helena's True Cross discovery claim (a claim of provenance, not the passion/miracle content this family targets), and medieval legends are clearly labeled as such. No asymmetry against the passion/miracle claims themselves."
anti-supernatural,Thirty pieces of silver,https://en.wikipedia.org/wiki/Thirty_pieces_of_silver,false,,,"No supernatural claim is really in play (mostly numismatics, prophecy-typology discussion, relic legends). Prophecy-fulfillment scholarship (Blomberg) is presented as one interpretation among others without hedging asymmetry."
anti-supernatural,Pilate's court,https://en.wikipedia.org/wiki/Pilate%27s_court,false,,,"No supernatural claims discussed; article is about the trial narrative and later shifts in how gospels portray blame. Descriptive, not evaluative of miracle claims."
anti-supernatural,Healing the deaf mute of Decapolis,https://en.wikipedia.org/wiki/Healing_the_deaf_mute_of_Decapolis,false,,,"No naturalistic alternative is presented at all, so there's no asymmetry to speak of (nothing to be asymmetric against). Article is textual/theological analysis only."
anti-supernatural,Jesus healing an infirm woman,https://en.wikipedia.org/wiki/Jesus_healing_an_infirm_woman,false,,,"If anything the imbalance runs the opposite direction from this family (miracle presented as fact, medical identification of the underlying condition offered without any framing that undercuts the miracle claim). Not an anti-supernatural bias case, so does not fire for this signal."
anti-supernatural,Cleansing of the Temple,https://en.wikipedia.org/wiki/Cleansing_of_the_Temple,false,,,"Not really a supernatural-claim article (act itself isn't a miracle); historicity/interpretation scholarship (Witherington, Keener) is presented evenhandedly with symmetric hedging on both event interpretations."
anti-supernatural,Anointing of Jesus,https://en.wikipedia.org/wiki/Anointing_of_Jesus,false,,,No supernatural claim/naturalistic-explanation contrast present; purely textual-comparison content across gospels.
anti-supernatural,Jesus predicts his death,https://en.wikipedia.org/wiki/Jesus_predicts_his_death,false,,,"Reasonably neutral; scholarly disagreement is acknowledged with hedges on both sides ('no consensus has emerged'). Notably the article largely omits the vaticinium ex eventu (prophecy-after-the-fact) skeptical argument, which is an omission but not an asymmetric-framing bias against the supernatural view — if anything it under-represents the naturalistic side."
anti-supernatural,Jesus healing the bleeding woman,https://en.wikipedia.org/wiki/Jesus_healing_the_bleeding_woman,false,,,"Medical possibilities (menorrhagia/haemorrhoids) are offered as diagnostic identification, not as a debunking naturalistic explanation; treated evenhandedly with the miracle narrative reported directly."
anti-supernatural,Women at the crucifixion,https://en.wikipedia.org/wiki/Women_at_the_crucifixion,false,,,"Purely textual-comparison article (which women, naming discrepancies); no supernatural-vs-naturalistic content at all."
anti-supernatural,Healing of the centurion's servant,https://en.wikipedia.org/wiki/Healing_of_the_centurion%27s_servant,false,,,"No naturalistic explanations present to create asymmetry; scholarly discussion is about sourcing (Q) and textual variants, not the miracle's plausibility."
anti-supernatural,Healing the mother of Peter's wife,https://en.wikipedia.org/wiki/Healing_the_mother_of_Peter%27s_wife,false,,,"Imbalance here runs pro-supernatural (miracle presented as fact, no naturalistic side offered at all, extensive patristic symbolic commentary) — not the anti-supernatural direction this family targets, so it does not fire."
anti-supernatural,Miraculous catch of fish,https://en.wikipedia.org/wiki/Miraculous_catch_of_fish,false,,,"Both the miracle account and a 2024 seiche-based scientific theory are described with similarly assertive, non-hedged language; no scare quotes or differential citation load found."
anti-supernatural,Naked fugitive,https://en.wikipedia.org/wiki/Naked_fugitive,false,,,Not a supernatural-claim passage; purely historical-identity speculation about the unnamed young man in Mark.
anti-supernatural,Triumphal entry into Jerusalem,https://en.wikipedia.org/wiki/Triumphal_entry_into_Jerusalem,false,,,"Prophecy-fulfillment claims reported factually ('is said to', 'according to'); critical scholarship (Ehrman, Sanders) gets substantial, comparable space rather than being relegated — balanced treatment of a genuinely contested historicity question."
anti-supernatural,Sanhedrin trial of Jesus,https://en.wikipedia.org/wiki/Sanhedrin_trial_of_Jesus,false,,,"Accusations (sorcery, demon-power exorcism) and historicity questioning are both reported factually without editorializing in either direction."
anti-supernatural,Healing the paralytic at Bethesda,https://en.wikipedia.org/wiki/Healing_the_paralytic_at_Bethesda,false,,,"Article stays in textual-criticism territory (manuscript reliability of the angel-stirred-water verse, Asclepius-cult parallels) without asserting or denying the miracle's plausibility; neither belief nor disbelief privileged."
anti-supernatural,Kiss of Judas,https://en.wikipedia.org/wiki/Kiss_of_Judas,false,,,No supernatural claim under discussion; purely narrative/art-history content.
anti-supernatural,Healing the paralytic at Capernaum,https://en.wikipedia.org/wiki/Healing_the_paralytic_at_Capernaum,false,,,"No naturalistic counter-explanation exists in the article to create asymmetry; imbalance, if any, is pro-supernatural (miracle presented uncontested), which is not what this family penalizes."
anti-supernatural,Healing the royal official's son,https://en.wikipedia.org/wiki/Healing_the_royal_official%27s_son,false,,,"Same pattern: no skeptical counter-explanation present, so no anti-supernatural asymmetry; article stays in source-critical/textual territory."
anti-supernatural,Jesus healing in the land of Gennesaret,https://en.wikipedia.org/wiki/Jesus_healing_in_the_land_of_Gennesaret,false,,,No naturalistic explanation offered at all; article discusses relic-veneration theology instead. Not anti-supernatural.
anti-supernatural,Last Supper,https://en.wikipedia.org/wiki/Last_Supper,false,,,Genuinely balanced: Jesus Seminar skepticism and traditionalist/Bultmann-vs-'increasing number of scholars' positions are both given comparable space and treated as live scholarly debate rather than one side being privileged.
anti-supernatural,Passion of Jesus,https://en.wikipedia.org/wiki/Passion_of_Jesus,false,,,"Resurrection and miracle content presented straightforwardly ('Jesus rises from the dead... reportedly appearing'); the lone hedge word ('reportedly') attaches to post-resurrection appearances only, and disputed-interpolation content (Luke 22:43-44) is noted with the same non-assertive, attributed language used elsewhere. No structural segregation of the two views."
anti-supernatural,Bargain of Judas,https://en.wikipedia.org/wiki/Bargain_of_Judas,false,,,"The one supernatural element (Luke's 'Satan entered Judas') is reported as gospel content without hedging, and without a naturalistic alternative being introduced to create asymmetry — if anything under-analyzed rather than biased."
anti-supernatural,Jesus at Herod's court,https://en.wikipedia.org/wiki/Jesus_at_Herod%27s_court,false,,,"Minimal miracle content ('hoping to observe one of the miracles'), reported neutrally as narrative detail with no comparative naturalistic framing at all."
ot-nt-discontinuity,Saint Peter,https://en.wikipedia.org/wiki/Saint_Peter,false,,,"Biographical article; only theological discussion is denominational interpretation of 'on this rock' (Catholic vs Orthodox), no OT/NT discontinuity framing."
ot-nt-discontinuity,New Wine into Old Wineskins,https://en.wikipedia.org/wiki/New_Wine_into_Old_Wineskins,true,,,"Clear discontinuity framing: article says Jesus 'pits his own, new way against the old way of the Pharisees', cites Marcion's use of the passage to argue 'total separation' between Jesus/Paul's religion and Hebrew Scripture, and frames new covenant vs old practices as the parable's central meaning. Fires on Law/covenant-tension school."
ot-nt-discontinuity,Emmaus,https://en.wikipedia.org/wiki/Emmaus,false,,,Geographic/archaeological article; mentions Jesus 'explains prophecies about the Messiah' but does not analyze the OT/NT relationship at all.
ot-nt-discontinuity,Jerusalem,https://en.wikipedia.org/wiki/Jerusalem,false,,,"Only NT/OT mention is that NT crucifixion/resurrection account 'reinforced' Jerusalem's pre-existing holiness under the OT — continuity framing, not discontinuity."
ot-nt-discontinuity,Judas Iscariot,https://en.wikipedia.org/wiki/Judas_Iscariot,false,,,"Borderline: notes Matthew 27:9-10 misattributes a Zechariah-derived prophecy to Jeremiah, causing 'difficulties'. This is a scholarly note on a textual attribution error, not a decontextualization/proof-texting critique of OT meaning being twisted — judged not to fire."
ot-nt-discontinuity,Bethsaida,https://en.wikipedia.org/wiki/Bethsaida,false,,,Archaeological/historical article; only OT connection is a neutral geographic identification with Geshur.
ot-nt-discontinuity,Mary Magdalene,https://en.wikipedia.org/wiki/Mary_Magdalene,false,,,Biographical/hagiographic article; no engagement with OT/NT relationship at all.
ot-nt-discontinuity,Capernaum,https://en.wikipedia.org/wiki/Capernaum,false,,,Archaeological article; no theological discussion of OT/NT relationship.
ot-nt-discontinuity,Galilee,https://en.wikipedia.org/wiki/Galilee,false,,,"Geography/history article; NT mentioned only descriptively (miracles, Sermon on the Mount), no discontinuity framing."
ot-nt-discontinuity,Caiaphas,https://en.wikipedia.org/wiki/Caiaphas,false,,,Biographical/historical article on the high priest; no OT/NT tension discussion.
ot-nt-discontinuity,Parable of the Tares,https://en.wikipedia.org/wiki/Parable_of_the_Tares,false,,,Focuses on botanical/eschatological/patristic commentary within NT framework only; no OT/NT discontinuity engagement.
ot-nt-discontinuity,Flight into Egypt,https://en.wikipedia.org/wiki/Flight_into_Egypt,true,,,"Fires on proof-texting/decontextualization school: article's 'Prophecy of Hosea' section explicitly discusses Matthew applying Hosea 11:1 ('out of Egypt I called my son') to Jesus despite it originally referring to Israel's exodus, invoking 'sensus plenior' to explain the gap between Hosea's original meaning and Matthew's reapplication — framed as an interpretive/hermeneutical gap, not straightforward fulfillment."
ot-nt-discontinuity,Eye of a needle,https://en.wikipedia.org/wiki/Eye_of_a_needle,false,,,"Comparative-idiom article across Judaism, Christianity, Islam; no OT/NT discontinuity framing."
ot-nt-discontinuity,Jesus,https://en.wikipedia.org/wiki/Jesus,false,,,"Mentions that mainstream Judaism 'rejects the belief that Jesus was the awaited messiah, holding that he did not fulfil messianic prophecies' — a brief, neutral statement of a competing view rather than the article itself adopting critical/discontinuity framing (schools b/c/d are entirely absent). Judged not to fire, though borderline."
ot-nt-discontinuity,Jesus and the woman taken in adultery,https://en.wikipedia.org/wiki/Jesus_and_the_woman_taken_in_adultery,false,,,"Notes historical gap between Mosaic stoning penalty and 1st-century Roman-constrained Jewish practice, but frames this as historical/legal context, not as the NT abrogating/superseding OT Law."
ot-nt-discontinuity,Exorcism of the Gerasene demoniac,https://en.wikipedia.org/wiki/Exorcism_of_the_Gerasene_demoniac,false,,,"Only OT link is a 'tenuous connection' to Isaiah 65:4 (tombs/swine), presented as thematic parallel, not discontinuity/Hellenistic-influence framing on demonology."
ot-nt-discontinuity,Parable of the Good Samaritan,https://en.wikipedia.org/wiki/Parable_of_the_Good_Samaritan,false,,,"OT references (2 Chronicles 28, Leviticus 19:18) are presented explicitly as continuity/models, not tension."
ot-nt-discontinuity,Sermon on the Mount,https://en.wikipedia.org/wiki/Sermon_on_the_Mount,false,,,"Explicitly argues against the Law-abrogation reading: 'these new interpretations of the Law and Prophets are not opposed to the Old Testament', rejects antinomianism, and frames Sinai/Sermon-on-the-Mount parallel as continuity. A clean example of neutral/continuity framing that should NOT fire despite touching directly on Law reinterpretation."
ot-nt-discontinuity,Pilate's court,https://en.wikipedia.org/wiki/Pilate%27s_court,false,,,Trial-narrative comparison across the four gospels; no OT/NT theological relationship discussed.
mythicist-framing,Historicity of Jesus,https://en.wikipedia.org/wiki/Historicity_of_Jesus,true,,,"Has a full section titled 'Christ myth theory' plus discussion of all three named authors. Carrier is cited (via a note) admitting historicity is 'the default consensus'; Price is quoted noting critics 'dismiss Christ Myth theory as a discredited piece of lunatic fringe thought alongside Holocaust Denial'; Doherty's no-historical-Jesus view is summarized via Ehrman. Framing is explicitly quarantined/refuted: 'The Christ myth theory has been on the fringes of scholarship for over two centuries, with virtually no support from scholars' and 'Virtually all scholars dismiss theories of Jesus's non-existence or regard them as refuted.' This is the best-case pattern (cited specifically to be rejected), even though a naive keyword detector can't distinguish that from narrative-embedded use."
mythicist-framing,Jesus,https://en.wikipedia.org/wiki/Jesus,true,,,"None of Carrier/Price/Doherty named, but 'Christ myth theory' appears as its own subsection under 'Historical views', preceded by the article's lead statement that 'virtually all modern scholars of antiquity agree that Jesus existed historically.' Framing is quarantined (minority view relegated to a labeled subsection after consensus is established) rather than narrative-embedded or explicitly refuted at length — a middle case."
mythicist-framing,Saint Peter,https://en.wikipedia.org/wiki/Saint_Peter,false,,,"No mention of Carrier, Price, Doherty, mythicism, or Christ myth theory anywhere in the article."
mythicist-framing,Date of the birth of Jesus,https://en.wikipedia.org/wiki/Date_of_the_birth_of_Jesus,false,,,"'Christ myth theory' appears only as a bare link in the 'See also' section with no surrounding discussion — no named authors and no framing in body prose to judge, so counted as not firing."
mythicist-framing,Sources for the historicity of Jesus,https://en.wikipedia.org/wiki/Sources_for_the_historicity_of_Jesus,false,,,"'Jesus myth theory' appears only in the navigation/sidebar template listing related topics, not discussed in body text. No named authors present. Treated as non-firing since there's no actual framing to evaluate — this is template noise, not content."
mythicist-framing,Farewell Discourse,https://en.wikipedia.org/wiki/Farewell_Discourse,false,,,"No mentions of Carrier/Price/Doherty, mythicism, or Christ myth theory despite the article having a 'Historicity' section discussing authenticity debates."
mythicist-framing,Historicity of the Gospels,https://en.wikipedia.org/wiki/Historicity_of_the_Gospels,true,,,"Same pattern as 'Historical reliability of the Gospels': the identical footnote quote dismissing mythicism as held by no 'respectable critical scholar,' plus a 'See also' entry explicitly labeling Christ myth theory a fringe theory claiming Jesus didn't exist. Refuted/dismissed framing, not narrative-embedded."
mythicist-framing,Baptism of Jesus,https://en.wikipedia.org/wiki/Baptism_of_Jesus,false,,,'Christ myth theory' appears only as a footer navigation link; no named authors and no body-text discussion. Treated as non-firing.
mythicist-framing,Crucifixion darkness,https://en.wikipedia.org/wiki/Crucifixion_darkness,false,,,"Richard Carrier appears only as a bibliography citation (his book 'On the Historicity of Jesus: Why We Might Have Reason for Doubt' is listed as a reference), with no discussion of his mythicist argument in the prose itself. A naive name-match detector would fire here, but there is no actual narrative framing to judge — it's a citation, not content engaging with mythicism."
mythicist-framing,Resurrection of Jesus,https://en.wikipedia.org/wiki/Resurrection_of_Jesus,false,,,"No mentions of Carrier/Price/Doherty/mythicism/Christ myth theory. The article does discuss 'stolen body,' 'swoon,' and 'substitution' hypotheses as skeptical explanations of the empty tomb, but these are not mythicist (denial-of-existence) positions and are explicitly flagged as 'not supported in mainstream scholarship' — out of scope for this signal family."
mythicist-framing,Calvary,https://en.wikipedia.org/wiki/Calvary,false,,,No mentions of any mythicist authors or terms; article is purely about the location's etymology and archaeology.
mythicist-framing,Anointing of Jesus,https://en.wikipedia.org/wiki/Anointing_of_Jesus,false,,,"'Christ myth theory' appears only as a navbox link under 'Historical Jesus' related-topics list at the bottom of the page, with no body discussion. Treated as non-firing since it's template noise, not content framing."
jesus-seminar,Genealogy of Jesus,https://en.wikipedia.org/wiki/Genealogy_of_Jesus,true,,,"Crossan and Borg cited twice (intro and 'Explanations for divergence' section) arguing both genealogies are inventions constructed to fit messianic criteria. Explicitly framed as 'some modern critical scholars ... argued/contend' — quarantined as one view, not settled fact. Funk/Jesus Seminar not present."
jesus-seminar,Resurrection of Jesus,https://en.wikipedia.org/wiki/Resurrection_of_Jesus,true,,,"Crossan cited once in the Burial subsection ('followers did not know what happened to the body'), presented as one interpretation among competing theories, directly contrasted with Dale Allison and Maurice Casey. Funk/Borg/Jesus Seminar not found."
jesus-seminar,Historicity of the Gospels,https://en.wikipedia.org/wiki/Historicity_of_the_Gospels,true,,,"Jesus Seminar named twice: a 'See also' link, and a footnote noting they dissent from the majority apocalyptic-prophet view. Clearly quarantined as a minority position, not endorsed. Funk/Crossan/Borg not found."
